Date,Gold,Bitcoin,Oil,S&P 500
2024-03-04,2117.7,68330.414,78.74,5130.95
2024-03-05,2133.5,63801.199,78.15,5078.65
2024-03-06,2150.3,66106.805,79.13,5104.76
2024-03-07,2158.0,66925.484,78.93,5157.36
2024-03-08,2178.6,68300.094,78.01,5123.69
2024-03-11,2182.5,72123.906,77.93,5117.94
2024-03-12,2160.4,71481.289,77.56,5175.27
2024-03-13,2175.4,73083.5,79.72,5165.31
2024-03-14,2163.0,71396.594,81.26,5150.48
2024-03-15,2157.3,69403.773,81.04,5117.09
2024-03-18,2160.7,67548.594,82.72,5149.42
2024-03-19,2156.3,61912.773,83.47,5178.51
2024-03-20,2157.9,67913.672,81.68,5224.62
2024-03-21,2182.4,65491.391,81.07,5241.53
2024-03-22,2158.1,63778.762,80.63,5234.18
2024-03-25,2174.8,69958.812,81.95,5218.19
2024-03-26,2175.6,69987.836,81.62,5203.58
2024-03-27,2190.6,69455.344,81.35,5248.49
2024-03-28,2217.4,70744.953,83.17,5254.35
2024-04-01,2236.5,69702.148,83.71,5243.77
2024-04-02,2261.0,65446.973,85.15,5205.81
2024-04-03,2294.4,65980.812,85.43,5211.49
2024-04-04,2288.8,68508.844,86.59,5147.21
2024-04-05,2325.7,67837.641,86.91,5204.34
2024-04-08,2331.7,71631.359,86.43,5202.39
2024-04-09,2343.5,69139.016,85.23,5209.91
2024-04-10,2329.6,70587.883,86.21,5160.64
2024-04-11,2354.8,70060.609,85.02,5199.06
2024-04-12,2356.2,67195.867,85.66,5123.41
2024-04-15,2365.8,63426.211,85.41,5061.82
2024-04-16,2390.8,63811.863,85.36,5051.41
2024-04-17,2371.7,61276.691,82.69,5022.21
2024-04-18,2382.3,63512.754,82.73,5011.12
2024-04-19,2398.4,63843.57,83.14,4967.23
2024-04-22,2332.2,66837.68,82.85,5010.6
2024-04-23,2327.7,66407.273,83.36,5070.55
2024-04-24,2324.5,64276.898,82.81,5071.63
2024-04-25,2329.8,64481.707,83.57,5048.42
2024-04-26,2334.8,63755.32,83.85,5099.96
2024-04-29,2345.4,63841.121,82.63,5116.17
2024-04-30,2291.4,60636.855,81.93,5035.69
2024-05-01,2299.9,58254.012,79.0,5018.39
2024-05-02,2299.2,59123.434,78.95,5064.2
2024-05-03,2299.0,62889.836,78.11,5127.79
2024-05-06,2321.6,63161.949,78.48,5180.74
2024-05-07,2315.2,62334.816,78.38,5187.7
2024-05-08,2313.6,61187.941,78.99,5187.67
2024-05-09,2332.1,63049.961,79.26,5214.08
2024-05-10,2367.3,60792.777,78.26,5222.68
2024-05-13,2336.1,62901.449,79.12,5221.42
2024-05-14,2353.4,61552.789,78.02,5246.68
2024-05-15,2388.7,66267.492,78.63,5308.15
2024-05-16,2380.0,65231.582,79.23,5297.1
2024-05-17,2412.2,67051.875,80.06,5303.27
2024-05-20,2433.9,71448.195,79.8,5308.13
2024-05-21,2421.7,70136.531,79.26,5321.41
2024-05-22,2389.2,69122.336,77.57,5307.01
2024-05-23,2335.0,67929.562,76.87,5267.84
2024-05-24,2332.5,68526.102,77.72,5304.72
2024-05-28,2355.2,68296.219,79.83,5306.04
2024-05-29,2340.3,67578.094,79.23,5266.95
2024-05-30,2342.9,68364.992,77.91,5235.48
2024-05-31,2322.9,67491.414,76.99,5277.51
2024-06-03,2346.6,68804.781,74.22,5283.4
2024-06-04,2325.5,70567.766,73.25,5291.34
2024-06-05,2354.1,71082.82,74.07,5354.03
2024-06-06,2370.3,70757.164,75.55,5352.96
2024-06-07,2305.2,69342.586,75.53,5346.99
2024-06-10,2307.7,69512.281,77.74,5360.79
2024-06-11,2307.5,67332.031,77.9,5375.32
2024-06-12,2336.0,68241.188,78.5,5421.03
2024-06-13,2300.2,66756.398,78.62,5433.74
2024-06-14,2331.4,66011.094,78.45,5431.6
2024-06-17,2312.4,66490.297,80.33,5473.23
2024-06-18,2330.4,65140.746,81.57,5487.03
2024-06-20,2353.8,64828.656,82.17,5473.17
2024-06-21,2316.4,64096.199,80.73,5464.62
2024-06-24,2330.0,60277.414,81.63,5447.87
2024-06-25,2316.6,61804.641,80.83,5469.3
2024-06-26,2299.2,60811.277,80.9,5477.9
2024-06-27,2324.5,61604.801,81.74,5482.87
2024-06-28,2327.7,60320.137,81.54,5460.48
2024-07-01,2327.6,62851.98,83.38,5475.09
2024-07-02,2323.0,62029.016,82.81,5509.01
2024-07-03,2359.8,60173.922,83.88,5537.02
2024-07-05,2388.5,56662.375,83.16,5567.19
2024-07-08,2355.2,56705.098,82.33,5572.85
2024-07-09,2360.1,58009.227,81.41,5576.98
2024-07-10,2372.2,57742.496,82.1,5633.91
2024-07-11,2415.0,57344.914,82.62,5584.54
2024-07-12,2414.0,57899.465,82.21,5615.35
2024-07-15,2422.9,64870.152,81.91,5631.22
2024-07-16,2462.4,65097.148,80.76,5667.2
2024-07-17,2454.8,64118.793,82.85,5588.27
2024-07-18,2451.8,63974.066,82.82,5544.59
2024-07-19,2395.5,66710.156,80.13,5505.0
2024-07-22,2392.0,67585.25,79.78,5564.41
2024-07-23,2404.6,65927.672,76.96,5555.74
2024-07-24,2413.3,65372.133,77.59,5427.13
2024-07-25,2351.9,65777.227,78.28,5399.22
2024-07-26,2380.0,67912.062,77.16,5459.1
2024-07-29,2377.3,66819.914,75.81,5463.54
2024-07-30,2405.0,66201.016,74.73,5436.44
2024-07-31,2426.5,64619.25,77.91,5522.3
2024-08-01,2435.0,65357.5,76.31,5446.68
2024-08-02,2425.7,61415.066,73.52,5346.56
2024-08-05,2401.7,53991.457,72.94,5186.33
2024-08-06,2389.1,56034.316,73.2,5240.03
2024-08-07,2390.5,55027.461,75.23,5199.5
2024-08-08,2422.2,61710.137,76.19,5319.31
2024-08-09,2432.1,60880.113,76.84,5344.16
2024-08-12,2462.4,59354.516,80.06,5344.39
2024-08-13,2466.7,60609.566,78.35,5434.43
2024-08-14,2439.4,58737.27,76.98,5455.21
2024-08-15,2453.1,57560.098,78.16,5543.22
2024-08-16,2498.6,58894.105,76.65,5554.25
2024-08-19,2501.8,59493.453,74.37,5608.25
2024-08-20,2511.3,59012.793,74.04,5597.12
2024-08-21,2508.4,61175.191,71.93,5620.85
2024-08-22,2478.9,60381.914,73.01,5570.64
2024-08-23,2508.4,64094.355,74.83,5634.61
2024-08-26,2517.7,62880.66,77.42,5616.84
2024-08-27,2516.0,59504.133,75.53,5625.8
2024-08-28,2501.0,59027.625,74.52,5592.18
2024-08-29,2525.7,59388.18,75.91,5591.96
2024-08-30,2493.8,59119.477,73.55,5648.4
2024-09-03,2489.9,57431.023,70.34,5528.93
2024-09-04,2493.4,57971.539,69.2,5520.07
2024-09-05,2511.4,56160.488,69.15,5503.41
2024-09-06,2493.5,53948.754,67.67,5408.42
2024-09-09,2501.8,57019.535,68.71,5471.05
2024-09-10,2512.3,57648.711,65.75,5495.52
2024-09-11,2512.1,57343.172,67.31,5554.13
2024-09-12,2551.2,58127.012,68.97,5595.76
2024-09-13,2581.3,60571.301,68.65,5626.02
2024-09-16,2580.4,58192.508,70.09,5633.09
2024-09-17,2564.3,60308.539,71.19,5634.58
2024-09-18,2570.7,61649.68,70.91,5618.26
2024-09-19,2588.0,62940.457,71.95,5713.64
2024-09-20,2619.9,63192.977,71.92,5702.55
2024-09-23,2626.5,63329.801,70.37,5718.57
2024-09-24,2651.2,64301.969,71.56,5732.93
2024-09-25,2659.2,63143.145,69.69,5722.26
2024-09-26,2669.9,65181.02,67.67,5745.37
2024-09-27,2644.3,65790.664,68.18,5738.17
2024-09-30,2636.1,63329.5,68.17,5762.48
2024-10-01,2667.3,60837.008,69.83,5708.75
2024-10-02,2647.1,60632.785,70.1,5709.54
2024-10-03,2657.1,60759.402,73.71,5699.94
2024-10-04,2645.8,62067.477,74.38,5751.07
2024-10-07,2644.8,62236.66,77.14,5695.94
2024-10-08,2615.0,62131.969,73.57,5751.13
2024-10-09,2606.0,60582.102,73.24,5792.04
2024-10-10,2620.6,60274.5,75.85,5780.05
2024-10-11,2657.6,62445.09,75.56,5815.03
2024-10-14,2647.8,66046.125,73.83,5859.85
2024-10-15,2661.4,67041.109,70.58,5815.26
2024-10-16,2674.0,67612.719,70.39,5842.47
2024-10-17,2691.0,67399.836,70.67,5841.47
2024-10-18,2713.7,68418.789,69.22,5864.67
2024-10-21,2723.1,67367.852,70.56,5853.98
2024-10-22,2744.2,67361.406,72.09,5851.2
2024-10-23,2714.4,66432.195,70.77,5797.42
2024-10-24,2734.9,68161.055,70.19,5809.86
2024-10-25,2740.9,66642.414,71.78,5808.12
2024-10-28,2742.9,69907.758,67.38,5823.52
2024-10-29,2768.4,72720.492,67.21,5832.92
2024-10-30,2788.5,72339.539,68.61,5813.67
2024-10-31,2738.3,70215.188,69.26,5705.45
2024-11-01,2738.6,69482.469,69.49,5728.8
2024-11-04,2736.1,67811.508,71.47,5712.69
2024-11-05,2740.3,69359.562,71.99,5782.76
2024-11-06,2667.6,75639.078,71.69,5929.04
2024-11-07,2698.4,75904.859,72.36,5973.1
2024-11-08,2687.5,76545.477,70.38,5995.54
2024-11-11,2611.2,88701.484,68.04,6001.35
2024-11-12,2600.0,87955.812,68.12,5983.99
2024-11-13,2580.8,90584.164,68.43,5985.38
2024-11-14,2568.2,87250.43,68.7,5949.17
2024-11-15,2565.7,91066.008,67.02,5870.62
2024-11-18,2610.6,90542.641,69.16,5893.62
2024-11-19,2627.1,92343.789,69.39,5916.98
2024-11-20,2648.2,94339.492,68.87,5917.11
2024-11-21,2672.1,98504.727,70.1,5948.71
2024-11-22,2709.9,98997.664,71.24,5969.34
2024-11-25,2616.8,93102.297,68.94,5987.37
2024-11-26,2620.3,91985.32,68.77,6021.63
2024-11-27,2639.9,95962.531,68.72,5998.74
2024-11-29,2657.0,97461.523,68.0,6032.38
2024-12-02,2634.9,95865.305,68.1,6047.15
2024-12-03,2644.7,96002.164,69.94,6049.88
2024-12-04,2653.8,98768.531,68.54,6086.49
2024-12-05,2626.6,96593.57,68.3,6075.11
2024-12-06,2638.6,99920.711,67.2,6090.27
2024-12-09,2664.9,97432.719,68.37,6052.85
2024-12-10,2697.6,96675.43,68.59,6034.91
2024-12-11,2733.8,101173.031,70.29,6084.19
2024-12-12,2687.5,100043.0,70.02,6051.25
2024-12-13,2656.0,101459.258,71.29,6051.09
2024-12-16,2651.4,106029.719,70.71,6074.08
2024-12-17,2644.4,106140.602,70.08,6050.61
2024-12-18,2636.5,100041.539,70.58,5872.16
2024-12-19,2592.2,97490.953,69.91,5867.08
2024-12-20,2628.7,97755.93,69.46,5930.85
2024-12-23,2612.3,94686.242,69.24,5974.07
2024-12-24,2620.0,98676.094,70.1,6040.04
2024-12-26,2638.8,95795.516,69.62,6037.59
2024-12-27,2617.2,94164.859,70.6,5970.84
2024-12-30,2606.1,92643.211,70.99,5906.94
2024-12-31,2629.2,93429.203,71.72,5881.63
2025-01-02,2658.9,96886.875,73.13,5868.55
2025-01-03,2645.0,98107.43,73.96,5942.47
2025-01-06,2638.4,102078.086,73.56,5975.38
2025-01-07,2656.7,96922.703,74.25,5909.03
2025-01-08,2664.5,95043.523,73.32,5918.25
2025-01-10,2708.5,94701.453,76.57,5827.04
2025-01-13,2673.5,94516.523,78.82,5836.22
2025-01-14,2677.5,96534.047,77.5,5842.91
2025-01-15,2712.5,100504.492,80.04,5949.91
2025-01-16,2746.4,99756.906,78.68,5937.34
2025-01-17,2744.3,104462.039,77.88,5996.66
2025-01-21,2755.0,106146.266,75.89,6049.24
2025-01-22,2767.6,103653.07,75.44,6086.37
2025-01-23,2763.1,103960.172,74.62,6118.71
2025-01-24,2777.3,104819.484,74.66,6101.24
2025-01-27,2737.5,102087.688,73.17,6012.28
2025-01-28,2766.8,101332.477,73.77,6067.7
2025-01-29,2769.1,103703.211,72.62,6039.31
2025-01-30,2823.0,104735.305,72.73,6071.17
2025-01-31,2812.5,102405.023,72.53,6040.53
2025-02-03,2833.9,101405.422,73.16,5994.57
2025-02-04,2853.3,97871.82,72.7,6037.88
2025-02-05,2871.6,96615.445,71.03,6061.48
2025-02-06,2856.0,96593.297,70.61,6083.57
2025-02-07,2867.3,96529.086,71.0,6025.99
2025-02-10,2914.3,97437.555,72.32,6066.44
2025-02-11,2912.5,95747.43,73.32,6068.5
2025-02-12,2909.0,97885.859,71.37,6051.97
2025-02-13,2925.9,96623.867,71.29,6115.07
2025-02-14,2883.6,97508.969,70.74,6114.63
2025-02-18,2931.6,95539.547,71.85,6129.58
2025-02-19,2919.4,96635.609,72.25,6144.15
2025-02-20,2940.0,98333.938,72.57,6117.52
2025-02-21,2937.6,96125.547,70.4,6013.13
2025-02-24,2947.9,91418.172,70.7,5983.25
2025-02-25,2904.5,88736.172,68.93,5955.25
2025-02-26,2916.8,84347.023,68.62,5956.06
2025-02-27,2883.2,84704.227,70.35,5861.57
2025-02-28,2836.8,84373.008,69.76,5954.5
2025-03-03,2890.2,86065.672,68.37,5849.72
2025-03-04,2909.6,87222.195,68.26,5778.15
2025-03-05,2915.3,90623.562,66.31,5842.63
2025-03-06,2916.6,89961.727,66.36,5738.52
2025-03-07,2904.7,86742.672,67.04,5770.2
2025-03-10,2891.0,78532.0,66.03,5614.56
2025-03-11,2912.9,82862.211,66.25,5572.07
2025-03-12,2939.1,83722.359,67.68,5599.3
2025-03-13,2984.3,81066.703,66.55,5521.52
2025-03-14,2994.5,83969.102,67.18,5638.94
2025-03-17,3000.0,84075.688,67.58,5675.12
2025-03-18,3035.1,82718.5,66.9,5614.66
2025-03-19,3035.9,86854.227,67.16,5675.29
2025-03-20,3040.0,84167.195,68.26,5662.89
2025-03-21,3018.2,84043.242,68.28,5667.56
2025-03-24,3013.1,87498.914,69.11,5767.57
2025-03-25,3023.7,87471.703,69.0,5776.65
2025-03-26,3020.9,86900.883,69.65,5712.2
2025-03-27,3060.2,87177.102,69.92,5693.31
2025-03-28,3086.5,84353.148,69.36,5580.94
2025-03-31,3122.8,82548.914,71.48,5611.85
2025-04-01,3118.9,85169.172,71.2,5633.07
2025-04-02,3139.9,82485.711,71.71,5670.97
2025-04-03,3097.0,83102.828,66.95,5396.52
2025-04-04,3012.0,83843.805,61.99,5074.08
2025-04-07,2951.3,79235.336,60.7,5062.25
2025-04-08,2968.4,76271.953,59.58,4982.77
2025-04-09,3056.5,82573.953,62.35,5456.9
2025-04-10,3155.2,79626.141,60.07,5268.05
2025-04-11,3222.2,83404.836,61.5,5363.36
2025-04-14,3204.8,84542.391,61.53,5405.97
2025-04-15,3218.7,83668.992,61.33,5396.63
2025-04-16,3326.6,84033.867,62.47,5275.7
2025-04-17,3308.7,84895.75,64.68,5282.7
2025-04-21,3406.2,87518.906,63.08,5158.2
2025-04-22,3400.8,93441.891,64.31,5287.76
2025-04-23,3276.3,93699.109,62.27,5375.86
2025-04-24,3332.0,93943.797,62.79,5484.77
2025-04-25,3282.4,94720.5,63.02,5525.21
2025-04-28,3332.5,94978.75,62.05,5528.75
2025-04-29,3318.8,94284.789,60.42,5560.83
2025-04-30,3305.0,94207.312,58.21,5569.06
2025-05-01,3210.0,96492.336,59.24,5604.14
2025-05-02,3231.9,96910.07,58.29,5686.67
2025-05-05,3311.3,94748.055,57.13,5650.38
2025-05-06,3411.4,96802.477,59.09,5606.91
2025-05-07,3381.4,97032.32,58.07,5631.28
2025-05-08,3296.6,103241.461,59.91,5663.94
2025-05-09,3335.4,102970.852,61.02,5659.91
2025-05-12,3220.0,102812.953,61.95,5844.19
2025-05-13,3240.3,104169.812,63.67,5886.55
2025-05-14,3181.4,103539.414,63.15,5892.58
2025-05-15,3220.7,103744.641,61.62,5916.93
2025-05-16,3182.0,103489.289,62.49,5958.38
2025-05-19,3228.9,105606.18,62.69,5963.6
2025-05-20,3280.3,106791.086,62.56,5940.46
2025-05-21,3309.3,109678.078,61.57,5844.61
2025-05-22,3292.3,111673.281,61.2,5842.01
2025-05-23,3363.6,107287.797,61.53,5802.82
2025-05-27,3299.1,108994.641,60.89,5921.54
2025-05-28,3293.6,107802.328,61.84,5888.55
2025-05-29,3317.1,105641.758,60.94,5912.17
2025-05-30,3288.9,103998.57,60.79,5911.69
2025-06-02,3370.6,105881.531,62.52,5935.94
2025-06-03,3350.2,105432.469,63.41,5970.37
2025-06-04,3373.5,104731.984,62.85,5970.81
2025-06-05,3350.7,101575.953,63.37,5939.3
2025-06-06,3322.7,104390.344,64.58,6000.36
2025-06-09,3332.1,110294.102,65.29,6005.88
2025-06-10,3320.9,110257.234,64.98,6038.81
2025-06-11,3321.3,108686.625,68.15,6022.24
2025-06-12,3380.9,105929.055,68.04,6045.26
2025-06-13,3431.2,106090.969,72.98,5976.97
2025-06-16,3396.4,106796.758,71.77,6033.11
2025-06-17,3386.6,104601.117,74.84,5982.72
2025-06-18,3389.8,104883.328,75.14,5980.87
2025-06-20,3368.1,103309.602,74.93,5967.84
2025-06-23,3377.7,105577.773,68.51,6025.17
2025-06-24,3317.4,106045.633,64.37,6092.18
2025-06-25,3327.1,107361.258,64.92,6092.16
2025-06-26,3333.5,106960.0,65.24,6141.02
2025-06-27,3273.7,107088.43,65.52,6173.07
2025-06-30,3294.4,107135.336,65.11,6204.95
2025-07-01,3336.7,105698.281,65.45,6198.01
2025-07-02,3348.0,108859.32,67.45,6227.42
2025-07-03,3331.6,109647.977,67.0,6279.35
2025-07-07,3332.2,108299.852,67.93,6229.98
2025-07-08,3307.0,108950.273,68.33,6225.52
2025-07-09,3311.6,111326.555,68.38,6263.26
2025-07-10,3317.4,115987.203,66.57,6280.46
2025-07-11,3356.0,117516.992,68.45,6259.75
2025-07-14,3351.5,119849.703,66.98,6268.56
2025-07-15,3329.8,117777.188,66.52,6243.76
2025-07-16,3352.5,118738.508,66.38,6263.7
2025-07-17,3340.1,119289.844,67.54,6297.36
2025-07-18,3353.0,118003.227,67.34,6296.79
2025-07-21,3401.9,117439.539,67.2,6305.6
2025-07-22,3439.2,119995.414,66.21,6309.62
2025-07-23,3394.1,118754.961,65.25,6358.91
2025-07-24,3371.0,118368.0,66.03,6363.35
2025-07-25,3334.0,117635.883,65.16,6388.64
2025-07-28,3309.1,117924.477,66.71,6389.77
2025-07-29,3323.4,117922.148,69.21,6370.86
2025-07-30,3295.8,117831.188,70.0,6362.9
2025-07-31,3293.2,115758.203,69.26,6339.39
2025-08-01,3347.7,113320.086,67.33,6238.01
2025-08-04,3374.4,115071.883,66.29,6329.94
2025-08-05,3381.9,114141.445,65.16,6299.19
2025-08-06,3380.0,115028.0,64.35,6345.06
2025-08-07,3400.3,117496.898,63.88,6340.0
2025-08-08,3439.1,116688.727,63.88,6389.45
2025-08-11,3353.1,118731.445,63.96,6373.45
2025-08-12,3348.9,120172.906,63.17,6445.76
2025-08-13,3358.7,123344.062,62.65,6466.58
2025-08-14,3335.2,118359.578,63.96,6468.54
2025-08-15,3336.0,117398.352,62.8,6449.8
2025-08-18,3331.7,116252.312,63.42,6449.15
2025-08-19,3313.4,112831.18,62.35,6411.37
2025-08-20,3343.4,114274.742,63.21,6395.78
2025-08-21,3336.9,112419.031,63.52,6370.17
2025-08-22,3374.4,116874.086,63.66,6466.91
2025-08-25,3373.8,110124.352,64.8,6439.32
2025-08-26,3388.6,111802.656,63.25,6465.94
2025-08-27,3404.6,111222.062,64.15,6481.4
2025-08-28,3431.8,112544.805,64.6,6501.86
2025-08-29,3473.7,108410.836,64.01,6460.26
2025-09-02,3549.4,111200.586,65.59,6415.54
2025-09-03,3593.2,111723.211,63.97,6448.26
2025-09-04,3565.8,110723.602,63.48,6502.08
2025-09-05,3613.2,110650.984,61.87,6481.5
2025-09-08,3638.1,112071.43,62.26,6495.15
2025-09-09,3643.3,111530.547,62.63,6512.61
2025-09-10,3643.6,113955.359,63.67,6532.04
2025-09-11,3636.9,115507.539,62.37,6587.47
2025-09-12,3649.4,116101.578,62.69,6584.29
2025-09-15,3682.2,115444.875,63.3,6615.28
2025-09-16,3688.9,116843.188,64.52,6606.76
2025-09-17,3681.8,116468.508,64.05,6600.35
2025-09-18,3643.7,117137.203,63.57,6631.96
2025-09-19,3671.5,115688.859,62.68,6664.36
2025-09-22,3740.7,112748.508,62.64,6693.75
2025-09-23,3780.6,112014.5,63.41,6656.92
2025-09-24,3732.1,113328.633,64.99,6637.97
2025-09-25,3736.9,109049.289,64.98,6604.72
2025-09-26,3775.3,109712.828,65.72,6643.7
2025-09-29,3820.9,114400.383,63.45,6661.21
2025-09-30,3840.8,114056.086,62.37,6688.46
2025-10-01,3867.5,118648.93,61.78,6711.2
2025-10-02,3839.7,120681.258,60.48,6715.35
2025-10-03,3880.8,122266.531,60.88,6715.79
2025-10-06,3948.5,124752.531,61.69,6740.28
2025-10-07,3976.6,121451.383,61.73,6714.59
2025-10-08,4043.3,123354.867,62.55,6753.72
2025-10-09,3946.3,121705.586,61.51,6735.11
2025-10-10,3975.9,113214.367,58.9,6552.51
2025-10-13,4108.6,115271.078,59.49,6654.72
2025-10-14,4138.7,113118.664,58.7,6644.31
2025-10-15,4176.9,110783.164,58.27,6671.06
2025-10-16,4280.2,108186.039,57.46,6629.07
2025-10-17,4189.9,106467.789,57.54,6664.01
2025-10-20,4336.4,110588.93,57.52,6735.13
2025-10-21,4087.7,108476.891,57.82,6735.35
2025-10-22,4044.4,107688.586,58.5,6699.4
2025-10-23,4125.5,110069.727,61.79,6738.44
2025-10-24,4118.4,111033.922,61.5,6791.69
2025-10-27,4001.9,114119.328,61.31,6875.16
2025-10-28,3966.2,112956.164,60.15,6890.89
2025-10-29,3983.7,110055.305,60.48,6890.59
2025-10-30,4001.3,108305.547,60.57,6822.34
2025-10-31,3982.2,109556.164,60.98,6840.2
2025-11-03,4000.3,106547.523,61.05,6851.97
2025-11-04,3947.7,101590.523,60.56,6771.55
2025-11-05,3980.3,103891.836,59.6,6796.29
2025-11-06,3979.9,101301.289,59.43,6720.32
2025-11-07,3999.4,103372.406,59.75,6728.8
2025-11-10,4111.8,105996.594,60.13,6832.43
2025-11-11,4106.8,102997.469,61.04,6846.61
2025-11-12,4204.4,101663.188,58.49,6850.92
2025-11-13,4186.9,99697.492,58.69,6737.49
2025-11-14,4087.6,94397.789,60.09,6734.11
2025-11-17,4068.3,92093.875,59.91,6672.41
2025-11-18,4061.3,92948.875,60.74,6617.32
2025-11-19,4077.7,91465.992,59.44,6642.16
2025-11-20,4056.5,86631.898,59.14,6538.76
2025-11-21,4076.7,85090.688,58.06,6602.99
2025-11-24,4091.9,88270.562,58.84,6705.12
2025-11-25,4139.2,87341.891,57.95,6765.88
2025-11-26,4165.2,90518.367,58.65,6812.61
2025-11-28,4218.3,90919.266,58.55,6849.09
2025-12-01,4239.3,86321.57,59.32,6812.63
2025-12-02,4186.6,91350.203,58.64,6829.37
2025-12-03,4199.3,93527.805,58.95,6849.72
2025-12-04,4211.8,92141.625,59.67,6857.12
2025-12-05,4212.9,89387.758,60.08,6870.4
2025-12-08,4187.2,90640.203,58.88,6846.51
2025-12-09,4206.7,92691.711,58.25,6840.51
2025-12-10,4196.4,92020.945,58.46,6886.68
2025-12-11,4285.5,92511.336,57.6,6901.0
2025-12-12,4300.1,90270.414,57.44,6827.41
2025-12-15,4306.7,86419.781,56.82,6816.51
2025-12-16,4304.5,87843.984,55.27,6800.26
2025-12-17,4347.5,86143.758,55.94,6721.43
2025-12-18,4339.5,85462.508,56.15,6774.76
2025-12-19,4361.4,88103.383,56.66,6834.5
2025-12-22,4444.6,88490.016,58.01,6878.49
2025-12-23,4482.8,87414.0,58.38,6909.79
2025-12-24,4480.6,87611.961,58.35,6932.05
2025-12-26,4529.1,87301.43,56.74,6929.94
2025-12-29,4325.1,87138.141,58.08,6905.74
2025-12-30,4370.1,88430.133,57.95,6896.24
2025-12-31,4325.6,87508.828,57.42,6845.5
2026-01-02,4314.4,89944.695,57.32,6858.47
2026-01-05,4436.9,93882.555,58.32,6902.05
2026-01-06,4482.2,93729.031,57.13,6944.82
2026-01-07,4449.3,91308.055,55.99,6920.93
2026-01-08,4449.7,91027.125,57.76,6921.46
2026-01-09,4490.3,90513.102,59.12,6966.28
